name,average_revenue_per_movie
Elevate the Game Entertainment,1103037.0
JJ HoMEward Productions,1350609.0
Bellmer Pictures,1350609.0
Forensic Films,1350609.0
CRRAV Nord-Pas de Calais,5794055.25
Deux Beaux Garcons Films,1406164.0
UKFC,15644196.0
BMS Finance,15644196.0
Spitfire Pictures,380389.3333333333
Arsam Intl.,1352877.3333333333
Ministry of Culture of the Russian Federation of the Cinema Fund and RuArts foundation,3736943.0
Elevated,1349644.0909090908
Keshet,156852.5
Gowanus Projections,1143922.0
Gathr ,216249.8
Zero One Film,2720686.6
Radius TWC,884160.0
Lyla Films,1147405.25
Feel Films,1119836.0
Pinehouse Film,4241819.0
Vladar Company,563324.5
Heyi Pictures,43207662.5
Amalga,1070470.0
Ten Furlongs,1069454.0
Nfoke,4020990.0
Mount Santa Fe,4020990.0
Audiovisual SGR,4020990.0
N-Focus Productions,4020990.0
A3 Films,4020990.0
Les Cinemas de la Zone,1360042.0
Koda Entertainment,644219.5
Kenn Viselman Presents,1065907.0
A Plus Image,5354205.5
Harvey Boys,1983596.0
NVSH Productions,1983596.0
Highway 61,533641.0
Cottage M,1735553.0
Living the Dream Films,1024862.5
Cinema Herodiade,1563472.0
Synchronistic Pictures,1971132.0
Red Mullet Productions,1057750.0
Sundance Channel,703827.0
Anil Kapoor Film Company,621846.5
Jellyfish Bloom,1766703.0
Johnny Mac,1766703.0
David Hansen,1766703.0
Cine Cinema,7711358.333333333
Cofimage 16,23134075.0
Cofinova 1 ,23134075.0
Les Productions de la Gueville,23134075.0
UniÃ©toile 2,23134075.0
Sat.1,23134075.0
SogÃ©cinÃ©ma 3,23134075.0
Soficinema  ,23134075.0
Groupe Un,23134075.0
Pacific Northwest Pictures,359521.71428571426
Snowfort Pictures,179560.3
Magic Child,3754539.0
VB Pictures,3586710.5
Carver Films,1619269.5
Filmadora Nacional,723660.5
Iwood Studios,1035420.0
Cedar Park Entertainment,654985.5
Atwater Capital,1309971.0
Dark Trick Films,21270290.0
Showtime Australia,8078683.0
FilmFyn,5440528.333333333
DFI,8160792.5
Adirondack Pictures,1057128.0
Excalibur Pictures,1057128.0
Santosh Sivan Productions,1057128.0
Lightstream Pictures,2070581.0
RCR Media Group,600326.0
Solar Filmworks,1199510.0
Maddock Films,4086193.5
Carnegie Pictures,1031420.0
Live Films,1031420.0
Muskat Filmed Properties,463878.5
Sunny-Field Entertainment,1042407.5
Casa Kafka Pictures,1074955.7142857143
CIM Productions,2338242.0
12-Gauge Productions,1078064.0
Bord Cadre,399055.0
Gloss Studio,642638.5
Taewon Entertainment,49196532.0
Belga Productions,1311441.0
Manu Propria Entertainment,4392594.0
Latitude Entertainment,4392594.0
RUV,1100705.6
Filmfinance XII,1071604.5
Volten,2089310.0
Red Moon Films Inc,1018965.0
Stan Winston Productions,1018965.0
Skinwalkers DCP Inc,1018965.0
Entourage Pictures,5676654.666666667
Invisible Pictures,517978.0
Fify Seventh Street Productions,1018532.0
Riva Filmproduktion,429436.6666666667
Southland Studios,1016725.0
Liam Films,1665705.0
Moving Image Development Agency,1665705.0
Art Pictures Studio,68707119.0
Twin Media,68707119.0
WestEnd Films,1411028.625
MisoFilm,795580.5
MediaHouse,1415896.0
BR,1248355.0
Altar Identity Studios,1013487.0
Playtime,2992610.4285714286
NFTF,15867314.0
Mecanismo Films,4590814.0
Katapult Film,605336.0
Mago Media,1266454.0
Lisa Immordino,1266454.0
Oak Water Films,1004105.0
Syncopated Films,210425.83333333334
Redbox Entertainment,228171.66666666666
Apocalypse Pictures,2467997.0
Take Partnerships,4727375.0
Xuxa,1000626.0
Superlative Productions,660454.75
Apple Film,600380.6666666666
King Feature Syndicate,637771.5
TVC London,1275543.0
Smith Global Management,496651.5
SpectreVision,376326.2
Elzevir & Compagnie,1148619.0
Belfius Zielke Strat Et Go International,1481916.75
Escapology,493162.0
Evenstar Films,625599.3333333334
Sony BMG Music Entertainment,597308.25
Shaw Rocket Fund,1316582.857142857
Primitive Nerd,934964.0
Film Science,1869928.0
Harmony Productions,1869928.0
Palatine Etoile 12,4280618.0
Iberville Productions,22478138.0
Edge City Films,740076.3333333334
Thrid Mind Pictures,1540340.0
NHK,2711559.75
Cinema Projects,568314.3333333334
Our Time Projects,371206.25
Abramorama,40343.21621621621
The Lagralane Group,868284.0
The Ciesla Foundation,476724.5
Cine Tamaris,4013278.0
Social Animals,4013278.0
Parkville Pictures,713811.6666666666
Louverture Films,248660.44444444444
Smoking Gun Productions,7482387.0
Anthos Media,474063.0
Werner Herzog,376973.3333333333
Palatine Etoile 11,3626925.3333333335
IQIYI Motion Pictures,36825111.0
Focus Features International,14969995.0
The Group Entertainment,314917.6666666667
Wear it in Good Health,940854.0
DSP    ,1221818.0
Worlds End Pictures,1221818.0
Salem Street Entertainment,107065.22222222222
Reborn Productions,5119831.5
AZ Films    ,1787019.75
Le Vision,48496664.4
Le Centre National du Cinema et de L'Image,975365.6
The Space Program,796234.0
Sohail Khan Productions,19394061.5
Five & Two Pictures,311529.3333333333
Christiano Film Group,467294.0
Icon Film Distribution,1403141.6666666667
Visionview Production,2682600.0
Doubting Hall Limited,2682600.0
Sedic International Inc.,6285365.666666667
Skyline Productions,1255493.0
Belvision,4503407.0
Region Poitou-Charentes,6712903.0
Department de la Charente,6712903.0
Region Wallonne,6712903.0
CN4 Productions,6712903.0
Motion Picture Partners International,3282269.0
British Media Fund International,3282269.0
Wing and a Prayer Pictures,198928.14285714287
Electric Eye Entertainment,915840.0
Fathom Studios,915840.0
Icelandic Film Centre,1352812.0
RTP,2526726.6666666665
Periscope Entertainment,272383.5
First Position Films,1909901.0
SFFILM Documentary Film Fund,344136.5
Sridevi Movies,934922.0
Media Ranch Productions,940936.0
Fin & Fur Productions,560517.0
Power of 3,890303.0
Field Day Productions,3114190.0
BBC Arena,3114190.0
Zee Studios,3430693.0
Friday Filmworks,540070.6666666666
Plan C Studios,810106.0
Kriarj Entertainment,1469794.0
Bona Entertainment Company,177260759.33333334
Stick Figure Studios,711239.0
Laila Film,637268.0
Film Base Berlin,1274536.0
Oddfellows Entertainment,120114.75
Warner Music UK,3059274.3333333335
Three Dogs and a Pony,8902141.0
Becker Films International,8902141.0
NorthSee,8902141.0
IFF/CINV,8902141.0
Celeste Films,870063.0
PF Productions,869838.0
Rogers Documentary Fund,194707.0
Jiangsu Wenhua Dongrun Film and TV Culture,118222637.0
Gulldrengurinn,2121305.5
Bonjour Pictures!,2292185.0
Rialto Pictures,214651.5
Big Farm,9371908.0
Superprod,9371908.0
Norlum,9371908.0
Mact Productions,1536851.0
Rumble Riot Pictures,864907.0
Redbrick Filmworks,855765.0
The Interpreter Foundation,855765.0
Available Light,852362.0
VPRO,114475.08333333333
Final Cut For Real,338456.8333333333
10x10,424742.0
Intel,849484.0
Cofinova 14,1944335.0
AgX,172498.8
Hamilton-Mehta,819327.5
Noble Nomad,1638655.0
Vanishing Angle,138755.0
Jour2Fete,1035420.4
Macedoniaâs Film Agency,1474174.5
Spring Films LTD,317806.1666666667
Ukranian State Film Agency,2501100.0
SENA  ,2533658.5
Ministry of Culture of Ukraine,4230717.0
Solar Media Entertainment,4230717.0
Koggull Filmworks,4230717.0
Potemkine Films,4230717.0
CNC Nouvelles Technologies en Production,4230717.0
Camera Film A/S,4230717.0
Indigenous Films,426648.5
Kinologic Films,16623831.5
Uhland Film,5552584.0
BAM Film,5552584.0
Vistamar ,5552584.0
Pola Pandora,1210650.75
Agile Films  ,1851423.0
Authentic Management Project,421346.5
Ruminant Films,421346.5
Oakhurst Entertainment,210992.0
Wonder Street,7362618.0
Shadowplay Features,7362618.0
Thomasville Pictures,311053.0
Bay Point Media,933159.0
Media House Capital,169136.53846153847
Camera One,424422.0
SFFILM Invest,317290.75
Austrian Film Institute,323471.0
Novo RPI,413542.0
Studio Khara,93318991.0
"China Film International Media Co., LTD",23458447.0
Reframed Pictures,1035493.0
Trice Films,1251963.0
Swiss Agency for Development and Cooperation SDC,1251963.0
Nature Conservation Programme in Macedonia,1251963.0
Pharmachem,1251963.0
Project of the Swiss Agency for Cooperation and Development,1251963.0
Apolo Media,1251963.0
Jenkins Entertainment,407453.0
Indie Invest,6027711.0
Katlei Productions,819245.0
Hopscotch Productions,3209752.0
Kevin Hanlon,809590.0
Page 124 Productions,809590.0
Through Films,346939.3333333333
Razor Films,431626.0
Alchemy,1288860.6666666667
TV Asahi Corporation,9975130.0
Rakueisha Co.,18727440.0
Lunch Box Entertainment,809437.0
"Film, Inc.",17804743.0
Stray Bear Films,1192191.6666666667
Cannon International,800000.0
Enthuse,795755.0
"Ayna, LLC",795755.0
Katahdin Productions,265447.6666666667
Claussen,4917315.0
Wobke    ,4917315.0
Putz Filmproduktion,4917315.0
Naked Eye Filmproduction,4917315.0
Science Saru,1539415.3333333333
Culture Media   ,27877963.5
Shanghai Lix Entertainment,45986345.0
Beijing Startime Cinema Investment,45986345.0
Wuxi Jingli Cinema Management,45986345.0
Epitome Capital,45986345.0
Cultural Investment Holdings,45986345.0
Shanghai Insane Media,45986345.0
Shenzhen Media Film and Television,45986345.0
Horgos Lix Entertainment,45986345.0
Jujiang Province,45986345.0
Peoples Daily Digital Communication,45986345.0
Shenzhen Bigwill Culture Communication,45986345.0
Zhujiang Film Group,45986345.0
Horgos Skyworth,45986345.0
Nowhere,362890.0
MFG Film Funding Baden Wuerttemberg,139440.44444444444
Zentropa International Sweden,5077578.0
Roger Berlind Productions,790000.0
Sacher Film,11641592.333333334
Thin Ice Productions,789752.0
Storyteller Media,466611.0
Santipong Changpuak,912056.0
Ventureland,912056.0
Thanet Natisri,912056.0
Side Mirror ,51539562.0
20th Century Fox Intl,51539562.0
Asia Pacific Films,216838437.5
MoviePass,784706.0
Mockingbird Pictures,438059.0
Spookhouse International,922727.0
Spectacle Entertainment,922727.0
DFFF,209963.57142857142
MBK Entertainment,389059.0
Sundance Institute Documentary Film Program,49429.181818181816
Mill House Motion Pictures,214074.25
Injo Films Limited,188744961.0
HuangBo Studio,188744961.0
Mitteldeutsche Medienfoerderung,1030149.5
Les Films Marceau,773690.0
Black Spark Film and TV,2062115.0
Karnfilm,2062115.0
Mansa Productions,374883.6666666667
Aid + Abet,769552.0
Nekisa Cooper,769552.0
Northstar Pictures,769552.0
Leopardo Filmes,1762785.5
Paulo Branco,3444267.5
James Franco,1156309.0
Made Up Stories,4190539.1666666665
FFA,1265838.0
Oxymoron Entertainment,382508.0
New Real Films,718279.3333333334
Mutiny Pictures,189460.75
Lumanity,529879.2
Black Hangar Studio,1075268.5
Mallick Media,754301.0
Pumpernickel Films,320394.6666666667
Israel Ministry of Culture and Sport,234711.5
Israel Film Council,461188.5
Corona Films,818632.0
Oxwich Media,2648129.0
Seneca,749741.0
Hanley Productions,749741.0
Wyamn Productions,749741.0
Hemetof Pictures,2536707.0
Water & Power Productions,2010381.5
Ostar Enterprises,436184.0
Unbound Feet Productions,186612.5
ERO Picture Company,746000.0
The Film Farm,560402.25
Ego Film Arts,371264.0
Sometime Productions,744812.0
Azevedo Studios,744046.0
Martin Katz,6860624.0
Talandracas Pictures,6860624.0
Studio Pierrot,6723714.0
Terminal City Pictures,779556.5
Saalgo Productions,1557507.0
Sprockefeller Pictures,607252.3333333334
Pie Films,374927.71428571426
Low Key Pictures,815523.6666666666
Channel 8,203133.33333333334
Fortissimo Films,1174532.8
Globo Filmes,779845.5
Balaji Motion Pictures,250132.5
POV,99774.45454545454
Khara Corp,19260150.333333332
Quixote Films,2440345.0
Eastcroft Productions,2440345.0
SND,4958197.8
Thrillion Dollar Movie,731549.0
P2 Films,367298.0
Courage Mon Amour,1049831.0
Under the Influence Productions,484156.5
Room 5 Films,968313.0
Sunshine Pictures,1227697.8333333333
Max Cap,727430.0
Three Six Zero,1288571.0
Speakit Films,1670985.0
Zentropa Entertainments19,9905527.5
ESX Entertainment,65955.81818181818
Forrest Films,241680.66666666666
WY Productions,1493340.0
Panache Productions,9083103.0
9.14 Pictures,144217.8
GGV Arthouse,8127489.0
Kiwi Media Group Co Ltd,8127489.0
Nowfilm,8127489.0
Detalle Films,436022.0
Gravitas Ventures,170109.29411764705
LINK Entertainment,286762.5
Amour Fou Luxembourg,3678870.0
Heimafilm,7219785.0
Three Coin Productions,357169.5
Cinecap,1837319.5
Indefilms 6,1837319.5
Sofitcine,3351990.5
Tempete Sousun Crane,4945264.0
Yoo.com,194058503.0
Global Star Productions,194058503.0
Filmko Film Co,194058503.0
Fanoy Planet Entertainment,194058503.0
Golden Shores Films,194058503.0
HG Entertainment,194058503.0
Luxun Group,194058503.0
La Banque Postale Image 11,2859674.5
LGM Films,3077033.3333333335
Raptor Films,682036.6666666666
Alton Road Productions,834580.0
Alvy Productions,4350659.5
Cooper's Town,359151.5
K.R. Productions,9230157.0
Orange Cinema Series,20695151.0
Zhejiang Bona,254028902.5
Beijing Huaming Xingkong International Media,433168672.0
Zhongzhi Enterprise Group,433168672.0
Sichuan Aviation Culture Media Advertising Company,433168672.0
Shanghai Fuyi Media,433168672.0
CAAC News,433168672.0
Chong Qing Film Group,433168672.0
Lamb Film,433168672.0
Yunnan Jincai Shijie Pictures,433168672.0
E Mei Film Group,433168672.0
Television Media     ,433168672.0
Inner Mongolia Film Group,433168672.0
Xiu Shanfang Culture and Art Company,433168672.0
Cinesavvy Inc,706547.0
Manon 8,1749736.0
Cineventure 3,3499472.0
The Fertel Foundation,722109.0
A Plus Image,18759863.0
UnLtd Productions,177116.5
Catapult Film Fund,130318.66666666667
Whizbang Films,417476.5
Yer Dead,834953.0
Race Point Films,2039514.0
Charlie Guidance Productions,2039514.0
Quiet Girls,755235.0
ITV Studios Limited,701278.0
Coalition Film,271376.5
Paradise City,792770.0
Air Loom Enterprises,696921.0
Soficinema 9,4251522.0
Ear Goggles Productions,696241.0
NDR,112192.33333333333
Datari Turner Productions,138330.85714285713
Baked Studios,484158.0
Oak Street Pictures,968316.0
Story Factory,347314.0
Two Rivers Productions,695327.0
Wild at Heart Films,695327.0
Gunslinger Productions,695327.0
Moteur S'll Vous Plait,1030631.5
Les Productions du Tresor,12848065.857142856
EMA Films,228593.33333333334
Artemis,824691.25
Minerva Productions,192305.66666666666
The Corporation for Public Broadcasting,74410.07142857143
Hard Working Movies,242946.25
Zipper Brothers,74994.33333333333
Entertainment Film Distributors,19814250.333333332
Minotaur Film,1566792.5
Cougar Films,3129471.0
RTL,3129471.0
Perfect Village Entertainment,49351587.666666664
Londinium,273017.6666666667
Electric Dynamite,204123.5
Rip Cord,816494.0
Saga Film,2484882.3333333335
De lâhuile,1076686.0
TFX,1076686.0
Cirlic Regions - Regions Centre - Val de Loire,7102807.5
Union Patriot Capital,264796.6666666667
Magnet Releasing,664954.0909090909
Mandown Pictures,1367116.5
Tencent Penguin Pictures Co Ltd,63449725.0
et de l'Image animÃ©e,6996857.5
Curiosa Films,2704539.5
Samuelson Productions,20722450.0
Radio Television Suisse,3477910.4
Fischio Films,385925.6666666667
Endemol India,17856688.0
Knowmore,655802.0
ATO Pictures,655802.0
Beijing Sparkle Roll Media Corporation,86331663.5
KTF Films,412475.0
Firstsight Films,7875911.0
Classic Media Productions,7875911.0
Xstream Pictures,4397706.5
Prakash Jha Productions,8235386.5
Pierre Grise Productions,1413381.6666666667
Indican Pictures,40663.4375
Transportation Community Tourism & Cultural Industries Program,700541.0
Northwood Entertainment,700541.0
Puhitaq,700541.0
Jake Steinfeld Productions,700541.0
Nunavut Department of Economic Development,700541.0
Sandbar Pictures,151766.4
Abandon Pictures,251812.66666666666
Coup d'Etat Films,341790.5
Vineyard Point Productions,334275.0
Alebrije,1268690.0
Emperor Motion Picture,26614233.666666668
MPI Media Group,1077860.25
Endless Picnic,661056.0
Michel Seydoux,661056.0
Runaway Fridge,1449155.5
Powder Hound Pictures,866537.0
The Independent Television Service,102541.88888888889
Theo Films,3789776.5
Albert Prevost,4230426.0
Martine Marignac,4230426.0
Maurice Tinchant,4230426.0
Ideal Partners,140998.4
Blue Fox Entertainment,56933.69565217391
Dhrama Productions,7678147.0
Dream Sky Pictures,140651266.0
Rustic Films,406214.75
Polaris,3709336.0
TDY Film Produktion,7418672.0
Inproduction,7418672.0
Central Motion Picture Co.,5639942.0
China Dream Film Culture Industry,11279884.0
SpotFilms,11279884.0
BKM,1126936.0
Theatrical Documentary Program,214523.5
Loki Films,217965.0
Finnish Film Foundation,2709636.6
A Very Good Production,624549.0
Alliance Atlantis,1375635.0
DB Entertainment,1375635.0
White Pine Pictures,144765.6
Eagle Rock Entertainment,477741.4
Fumes,1025945.0
Horseshoe    ,1025945.0
Ticklish Tale Limited,1025945.0
TS Productions,1106895.0
Exposure,880426.0
Sputnik,6796102.0
Zhejiang Hengdian World Studios,4568563.5
Fandango Portobello,11578517.0
JMLA ,680784.0
Leon Recanati Foundation,430474.5
Pen India Pvt. Ltd.,525272.8
KA Productions    ,1458125.5
Mriga Films,922657.0
Left Bank Pictures,1739992.2
Tsuburaya Productions,301508.0
VTM,3357322.3333333335
Manon 5,5613462.0
Masterpiece PBS,20269170.5
39 Steps Entertainment,1426419.0
Phantom,269375.0
Bhandarkar Entertainment,15835948.0
Codi SpA,611032.0
Dark Arts,167530.5
Secret Engine,100256.57142857143
Torino Film Lab,498129.8
Sky Atlantic,206815.0
VAF,5031821.5
RuckusFilm,595018.0
Skellig Rock,521387.0
NETSCOUT,1041280.0
Pereira O'Dell Productions,1041280.0
Studio 68,721039.0
Torinofilmlab,1656245.5
The Rogers Group of Funds,164227.0
Rip Curl,666178.0
Corkcicle,666178.0
Lieber Films,666178.0
RTE,560976.4444444445
Standard Deviations,1825141.0
SWRL Films,434174.0
Dear Rivers Productions,587132.0
Seth Gordon,587132.0
Redbud Pictures,1561940.0
Zip Cinema,30865553.5
Enjaaz,559564.0
Zbros,788378.0
Dubai Entertainment and Media Organization,788378.0
Semtex Films,939745.0
Noga Communications,345945.3333333333
GNK Productions,670113.5
Mifilifilms,305216.0
Alliance Atlantis Vivafilm,610432.0
Screen Tasmania,544611.5
Forager Film Company,88978.28571428571
Article 15 Clothing,575258.0
Ranger Up,575258.0
Street Justice Films,575258.0
Topkapi Films,5392816.333333333
E2 Films,694750.0
VX119,1440335.5
Cultural Administration,717165.0
Pais     ,717165.0
Manitoba Film & Music,285661.22222222225
Timeless Films,10565841.0
Gutta Percha Productions,752698.0
Wind Chill Media Group,752698.0
Another Sunday,72460332.0
History E&M,72460332.0
Beijing Galloping Horse,94036853.0
Ramesh Sippy Entertainment,7500708.5
Fetisoff Illusion,4885296.0
Cherry Sky Films,209481.33333333334
Visualizer Film,98842892.66666667
Level 22,585833.0
Five Smooth Stones Productions,585833.0
Homeland Pictures Limited,104529486.0
Irresistible Beta Limited,104529486.0
Edko Beijing Films,104529486.0
Irresistible Films Productions Limited,104529486.0
Mitten Media,237795.66666666666
Backup Films,8505315.8
Andamar Entertianment,606162.0
Purple Pebble Pictures,246374.33333333334
Roy Kapur Films,369561.5
Gamechanger,89661.625
Disarming Films,636837.25
Huace Pictures,25006179.0
Galatee Films,12541297.75
Wooden Door,549632.0
Dog Green Productions,286732.5
Toy Gun Films,274592.5
Touchdown Productions,549185.0
First Access Entertainment,748539.0
Beamer Boy,748539.0
Atom Egoyan,1797513.0
Le Fresnoy,1183023.1666666667
Bell Fund,259441.0
Mercury Films Inc,258905.66666666666
Telus Fund,776717.0
TVO,776717.0
Ing,977828.1666666666
High Frequency Entertainment,631052.3333333334
Masproduction,1732228.0
Lieutenant Films,1732228.0
Parkhouse Pictures,1744681.0
Constellation Creatives,847527.0
Blazing Griffin,847527.0
Cobo Fund,3245751.0
MAJ Productions,544890.0
Black Light District,314010.0
Say Ahh Productions,628020.0
Logan Pictures,628020.0
Suppetie Regeling,9662214.0
Prime Time Omroep Max,9662214.0
Isabella Films,9662214.0
Grimm Pictures,54500169.0
Warner Brothers Korea,54500169.0
Harbin Films,54500169.0
Community Films,5059856.0
ITS Capital,3721988.0
Apparatus,3721988.0
Merlina Entertainment,3721988.0
1984 PDC,3721988.0
Safady Entertainment,3721988.0
Global View Entertainment,538179.0
Viscape Arts,538179.0
CN5 Productions,4070399.6666666665
Populist Pictures,536023.0
Jouror Cinema,3857784.0
Tom Sawyer Entertainment,1047483.0
Zeitgeist Films,53928.0
Saffron Broadcast & Media Limited,13553861.0
Quixotic Endevors,190982.66666666666
Teorema,1300413.5
Automat Pictures,675465.5
American Documentary,90949.1
Grey Water Park Productions,277667.5
Marching Band Productions,555335.0
Caneo Films,10989554.0
Prima TV,483516.5
Les Films de Beyrouth,531813.0
YL Pictures,406957.0
Terz Film,1151204.5
AC Films    ,595000.6666666666
JoBro,104133.57142857143
Indus   ,529179.0
Window Seat Films,529136.0
Frakas Productions,914790.1428571428
Al Weiwei,1782002.0
Planned Projects,1080528.0
Mediaweaver Entertainment,1080528.0
Sarah Arison Productions,1080528.0
Fabiola Beracasa Beckman,1080528.0
La Banque Postale Image 7,1064145.0
Shaft Inc,26630702.0
Mandviwalla Entertainment Distribution,5019297.0
GEO Films,5019297.0
Encyclomedia,5019297.0
Lashari Films,5019297.0
AAA Motion Pictures,5019297.0
Ranfilm,524963.0
Imagex,524963.0
Tele-Action,524963.0
Samsa Film,1461768.6666666667
Dogfish Pictures,805905.5
XTR   ,77134.85714285714
Go Films,195284.0
Floren Shieh Productions,133361.25
KBRO HK Limited,47737807.0
Shanghai Tencent Pictures Cultural Diffusion Company,58514932.0
Mandarin Vision Company,21070365.5
Realm Media Group,21070365.5
Shanghai Ju Hong Film and TV Culture Studio,42140731.0
Tian Jin Mao Yan We Ying Media Company,42140731.0
Youku Information Technology Company,42140731.0
Shanghai PMF Pictures Company,42140731.0
Free Whale Pictures Company,42140731.0
Dangmai Films Company,42140731.0
Jiangsu Zhongman Films Company,42140731.0
Go Gigi Go Productions,1530632.0
Acteurs Auteurs Associes,519596.0
Embrem Entertainment,523971.0
Ezekiel Film,1787527.6666666667
Hessen Invest Film,8714466.0
Dakota Group,507513.5
Addison Street Films,517262.0
Road Pictures  ,517262.0
North Shore Entertainment,517262.0
Berney Films,532892.0
Buffalo Gal Pictures,606625.9166666666
Kalispel Films,732632.5
Appreciated Films,1463872.0
Single Malt Pictures,1463872.0
Wallimage,1941371.4444444445
Petit Film,3151960.0
Arte Cofinova   ,3151960.0
Marakesh Films,509792.5
Rise Films,88421.0
Delante Films,9261711.0
Kare Productions,9261711.0
4G Vision,515399.0
Gibson Williams Capital,515399.0
Redline Entertainment,387400.0
Robbie Brenner Productions,594312.0
Dreamline Pictures LLC,510957.0
Freeride Entertainment,509916.0
The Bubble Factory,177745.0
Pimienta Films,670181.0
Films Boutique,794422.5
Blond Indian,1588408.0
Region Provence Alpes,5137327.0
Belladonna Productions,715215.6666666666
Tdog Productions,239300.25
Israel Lottery Council for Culture and Arts,904839.5
Sansa Films,1809679.0
Blaq Out,1809679.0
Lama Films,1809679.0
Universcine,1809679.0
Films From There,1809679.0
FOHS Foundation,1809679.0
Audience Design Fund,1809679.0
Tax Shelter Incentive of the Federal Government of Belgium,1809679.0
Sleight of Hand Productions,504440.0
Script Associes,34936771.0
Banque Populaire Images,34936771.0
Lagniappe,3510825.5
Beijing New Pictures Film Co,49268981.5
Ren Film   ,5953886.0
IDTV Film production,2138978.5
NCRV,4161287.0
MC8 Entertainment,500104.0
Rebel Road Entertainment,247063.0
RLJ Entertainment,76386.26315789473
Beijing Runjin Investment,8478360.5
Gabriel Inc.,9092352.0
Pictanovo,2073986.75
AKW Productions,506303.0
Hot Docs Development Fund,164882.5
Bell Media,149818.2
Panorama Films,914992.6666666666
Rita Productions,5064003.0
Barajoun Entertainment,648599.0
Arcadia Motion Pictures,630081.875
The Imaginarium Studios,2434231.5
United Expression Media,807756.0
Muse Film and Television,807756.0
Alison Klayman,807756.0
Sofica Coficup,22932147.0
Fandango Le Pact,22932147.0
Synchronicity Films,1577585.0
The Glendale Picture Company,1577585.0
Manon 4,1305834.0
Jupiter Film,62490342.0
Britbox,483685.0
UTV Spot Boy,3441027.0
Kaila Pictures Co. Ltd. ,45642013.0
Shudder Films,297593.64285714284
Canal Brasil,1588927.0
Melvin Childs,480774.0
Optimum Releasing,2438623.6666666665
Mon Voisin Productions,478710.0
Electric Republic,478595.0
Jacavi Films,478595.0
Content Media Corporation,370501.28571428574
Cineforom,1221398.2222222222
A List Films,232796.66666666666
Bandai Visual,4267295.166666667
"International Media Co., Ltd",66227796.5
Film Movement,68787.54545454546
New Israeli Foundation for Cinema and Television,754544.0
Arnon Goldfinger,754544.0
Monkeywrench,471334.0
Achtung Panda! Media,1872756.0
Allegro Film,3200970.3333333335
Shogakukan,31368862.5
Moxie Firecracker Films,233057.0
Daryl Prince Productions,1794817.0
Maze Pictures,1197309.5
Tele MÃ¼nchen Gruppe,2394619.0
Movie Management Corporation,2394619.0
Ad Vitam,2974472.1428571427
Les Films d'Ici,433093.375
Vital Projects,115740.25
SRG,2160592.2
Vision World,3119830.0
Huntsman Productions,230844.5
Lowsun Productions,1725841.0
Region Rhone Alps,10649699.0
Telepool,226882.0
Duncan Kenworthy,7047047.0
RBB,178768.5
Rooftop Films,249655.5
Office Federal De La Culture,2623661.5
Anchor Bay Films,294442.0
New Entertainment World,26749542.0
Emmay Entertainment Pvt. Ltd,24745279.0
No Limit Films,449482.0
Evolution Management,449482.0
Landmark Studio Group,229853.5
Park Ex Pictures,223540.0
Filmpool Nord,615639.3333333334
Mantaray Film,303923.5
NiKA Media,300054.0
Elk Film,600108.0
Alba Collins,600108.0
Sky Arts,600108.0
erbp,584881.0
Little Dust Productions,697062.0
New Element Media,503379.5
Detailfilm,2693717.25
Blank Tape,1041545.0
Filmkameratene AS,2791869.0
Vigilante Productions,104848.6
Low Mind Films,961911.0
Better Wide,961911.0
Bleiberg Entertainment,86155.75
Beijing Skywheel Entertainment Co Ltd,70840654.0
Zhejiang Dongyang Mayla Media Co Ltd,70840654.0
Integral Productions,287889.75
Tripod Media Productions,106930.4
ORF,337285.5
Region Ile-de-France,2755322.714285714
RG Entertainment,433588.0
Little Magic Films,1503851.0
L'Aide aux Cinema du Monde,2580736.6
Telecine,3718673.6666666665
La Lucarne,153545.0
Mr. Box,863056.0
El Ride Productions,82523.66666666667
Lucidity Entertainment,247571.0
Beer Money Worldwide,446584.0
Kunal Kohli,6004138.0
Luv Films,396397.5
ORF - Austrian Broadcasting Corporation,348160.25
William Levy Entertainment,425332.0
Amoeba Film,394306.5
Cinea Productions,1289837.0
Monumental Television,1289837.0
Albertine Productions,1289837.0
Clyde Is Hungry Films,942190.0
Colgate University,467295.0
BSM Studios,1792577.0
She's Beautiful Film Project,423143.0
Therapy Content,521181.0
Carte Blanche Cinema,511197.5
Fuller Films,928380.5
Jafar Panahi Film Productions,4592339.666666667
Huanxi Media Group Limited,154387616.33333334
Canal Street Communications,450422.0
Field Office Films,450422.0
Construction Film,345123.3333333333
Cuomo Cole Productions,212612.0
American Hero Movie LLC,419952.0
Survivors of the Shoah Visual History Foundation,419762.0
MDR,416482.8333333333
AV Club,648183.0
Baffin Media Ltd,430445.0
JD Entertainment,430445.0
Landafar Entertainment,430445.0
Night & Day Pictures,52947.25
ScotiaBank,417215.0
Skion GMBH,417215.0
Sixth Wave Productions,417215.0
Silesia Film,903492.6666666666
British Film Company,1406293.0833333333
Historias Cinematograficas,2547613.5
Stephane Parthenay,3091200.0
HummelFilm,3091200.0
Moviecity,3091200.0
Fabienne Vonier,3091200.0
NDF International,162170.33333333334
Wishart Media Co,11979457.0
Enchant Film and Television Culture Co,11979457.0
Third Day Productions,414000.0
Union Movie LLC,413656.0
Bjornquist Films,413656.0
Autumn Bailey Entertainment,206761.0
EnâVal Entertainment,413522.0
Pryor Entertainment,413522.0
Kojo Pictures,485508.0
