name,average_revenue_per_movie
Victor Ginzburg,2214954
Luigi Falorni,1107375
Warwick Thornton,737532
Paolo Taviani,552342
Mikhael Hers,1104374
Gi-ho Ha,2199663
Maria SÃ¸dahl,1099726
Julien Maury,549716
Cininha de Paula,1098555
Katell Quillevere,1097716
Alejandro Hidalgo,1097458
Ernest Dickerson,438625
Natalie Erika James,1095728
Gianni Zanasi,729512
Loren Bouchard,2187812
Sinish,2186353
Rodrigo H. Vila,546501
FabrÃ­cio Bittar,546131
Jan Pachl,727677
Mounia Meddour,1090467
Nikita Argunov,2180888
Campbell Scott,725980
Juan Carlos Medina,2174568
Aman Chang,1085000
Armando Bo,1084182
Leonid Margolin,2167427
Yu Kamatani,2164296
John Chester,2158561
Scott Silver,2155311
Ben Zhao,2154574
Andrew Renzi,717009
TomÃ¡Å¡ Hoffman,2148525
Jacob Chase,2148184
Kevin Spacey,1074054
Lorenzo Mattotti,2145373
Fanyu Kong,1071389
Taneli Mustonen,712975
Christian Schwochow,356269
Karthik Subbaraj,534384
Tobi Baumann,2136891
Ulrich Seidl,305066
Florian Ross,1064435
Mei Hu,2127425
Jose Henrique Fonseca,1063192
Majid Majidi,707584
Michael Pate,2122032
Josh Safdie,530328
Benny Safdie,530328
Phil Grabsky,105806
Clea DuVall,1056792
Victor Levin,1055730
Jerry Mitchell,2111066
David Blair,702598
Caradog James,2107509
Lexi Alexander,702186
Tom Lin,2105079
James Honeyborne,2100000
Pieter Jan Brugge,2100000
Jonathan Jakubowicz,699813
Egor Konchalovskiy,2098454
Naoto Kumazawa,1047857
Yun-seok Kim,2095496
Onur ÃnlÃ¼,523738
Uberto Pasolini,1047440
Wei-Feng Deng,523684
John Dahl,299198
Amy Berg,261457
Eduard Cortes,1044129
Charlie Siskel,1043710
John Maloof,2087419
Sin-Hang Chiu,2081126
Francois Damiens,2080679
Elisa Amoruso,519296
Karsten Kiilerich,518778
Steven Shainberg,690918
Dazhi Wang,2070000
Arantxa Echevarria,1034832
Taylor Wong,2069000
Tetsuro Araki,517185
Jean-Michel Bertrand,1032620
Teruyoshi Uchimura,2064078
Li-Kwan Chiu,2058893
Jens SjÃ¶gren,2055793
Yuen Woo ping,2054941
Keanu Reeves,2054941
Solange Cicurel,1026321
Jiri Chlumsky,1025871
Eva Husson,683727
Yuan Jie,341802
Aleksander Pietrzak,2044932
NicolÃ¡s Tuozzo,2037084
Guillaume Nicloux,290953
Kevin Bray,1016387
Tim Oliehoek,2030471
Gregg Araki,506710
Antonio Albanese,2024463
Li Juyuan,2022609
Ryuhei Kitamura,202044
Curro VelÃ¡zquez,2014726
Nicolas Silhol,2012822
Tessa Schram,1005326
Louis Garrel,501840
Benjamin Avila,2004027
Seth Savoy,2003433
Lance Daly,667557
Jorge Ulloa,2000000
Thom Zimny,1000000
Bruce Springsteen,2000000
Borys Lankosz,998854
Guillaume Maidatchevsky,663719
Ang Xu,1990000
Gerard Jugnot,994347
Thomas Jane,1987781
Severin Fiala,993011
Veronika Franz,993011
P. Arumugakumar,1983845
Leon Gast,660496
Burt Reynolds,495118
Tomohiro Kawamura,1980000
YÃ¼cel Yolcu,1979548
Thomas Langmann,1978927
Simon Stone,658696
Kazuaki Kiriya,1975720
Tadeusz Sliwa,1975617
Marcus Baldini,1971739
Michal Rogalski,1971614
Robert Fernandez,1970094
Weijie Yang,1970000
Jamie Bradshaw,1969117
Alexander Doulerain,1969117
Jens MÃ¸ller,1965219
Ryan Gosling,1964213
Ceyda Torun,1963522
Craig Moss,217910
Fu Hongxing,1960000
Pa Ranjith,653259
KÃ´tarÃ´ Tamura,1959408
Josh Lawson,979281
Galina MiklÃ­novÃ¡,1957009
Tearepa Kahi,978163
Klaus Haro,488738
Fabio Resinaro,977404
Frank Lotito,977274
Kike Maillo,390605
Magnus Martens,976098
Anna Parmas,975945
Michal Kondrat,487848
Mabel Cheung,1950194
Tobias Lindholm,487544
Duke Johnson,1946882
Masafumi Nishida,1945971
NoÃ© SantillÃ¡n-LÃ³pez,647851
Valeria Golino,1943265
Katsuhiro Otomo,647577
Seung-wan Hong,1941342
Aleksandr Boguslavskiy,970162
Bruno Chiche,967948
Piotr Domalewski,966859
Rupert Everett,1930124
Shu-Kai Chung,1930000
Filip Bajon,1929069
Li Wei Chiu,1926435
Yeong Hun Do,1924647
Dae-joong Nam,960379
Stig BjÃ¶rkman,1918401
Tristan Aurouet,958535
Jennifer Peedom,638420
Ji Wan Park,1914399
Pierre Godeau,956969
Ali Yorgancioglu,382762
Ty Roberts,955525
Grimur Hakonarson,954088
Shinji Kuma,1907988
Yoko Ono,1905014
Erol Ãzlevi,1904967
Jae-hoon Choi,634568
Marc Waltman,1899787
Adeline Picault,1896370
Robert Budreau,631414
Ugur Bayraktar,1892620
Cub Chien,1890232
Joe Swanberg,209820
Kazuya Nomura,943063
Emily Atef,941144
Bruce Paltrow,1881217
Gino M. Santos,940531
Solveig Anspach,1879927
Kim Hae-gon,1876545
Miguel Cadilhe,1876279
Mickey Liddell,1875845
Samuel Maoz,1875312
StÃ©phanie Di Giusto,1872314
Murat Senoy,622991
Liu Shujuan,933155
Anthony Power,1866262
Juan Antin,1866211
Karim Dridi,1865664
John Maclean,1859978
Frank Krom,1859960
Mark Bramble,1859227
Valeria Bruni Tedeschi,619196
Stefan Ruzowitzky,371219
Chun-baek Lee,927323
Rigoberto CastaÃ±eda,927229
Simon Lui,1854170
Guo Xiaofeng,1850000
Byung gab Kim,1850000
Chad Villella,614893
Omung Kumar,460370
Yuval Adler,612945
Wu Kenji,1838382
Sergio Colabona,1836942
Casey Affleck,918179
Lewis Nero,1834763
Mike van Diem,916638
ValÃ©rie Donzelli,610856
Lijun Sun,1828400
Chris Rock,608513
Glenn McQuaid,912492
Jonah Hill,912232
Ken Ghosh,607227
Diede in 't Veld,910064
Saphia Azzeddine,1819659
Sam Levinson,605675
Marie Noelle,1816260
Silvio Soldini,604800
Verena Fels,1808022
Gao Xiaopan,1806679
Jerome Bonnell,601253
Kevin Lee,1799319
Paula Ortiz,896732
Jagdeep Sidhu,255977
Bryan Woods,597191
Scott Beck,597191
Laura Morante,1790566
Pascal Plisson,446890
Joseph Hemsani,1787422
Viktoria Fanasiutina,1782382
Dae Yun Ma (ë§ëì¤),1782178
Alexander Babaev,594025
Wei Shujun,1780000
Sam Miller,1779578
Vasiliy Chiginskiy,1778723
Hyun-hee Sohn,1776916
Francis Ginibre,1776200
Jordi Ãvole,887459
Courtney Hunt,1772492
Thierry Demaiziere,590804
Alban Teurlai,590804
Rob Schneider,590226
Cristian Ilisuan,1769536
Kim Je-yeong,1766346
Pyotr Buslov,882362
Yavuz Turgul,1761937
Joe Nussbaum,586598
FrÃ©dÃ©ric Mermoud,1759757
Choosak Iamsook,1759123
Giuseppe Capotondi,879492
Oliver Daly,1758372
Josh Schwartz,1757077
Mark Verkerk,585627
Walter Veltroni,584110
Amberdeep Singh,292040
Jiang Kaiyang,1752067
Seok-jae Hong,1750719
Sun Liang,875000
Jonas Akerlund,291541
Stephen Fry,1748963
Min Jae Lee,1745608
Ranjit Tiwari,1745085
Beda Docamp Feijoo,870935
Qi Li,1740000
Zhiting Wu ,1740000
Xi Wang,1740000
Guillermo Amoedo,869524
Marius Markevicius,869365
Dania Pasquini,1738213
Zuzana MariankovÃ¡,1738183
Zhanna Kadnikova,1737647
Robin Lough,868612
. Zakariya,1736961
JosÃ© Luis Cuerda,1736358
Chow Kwun-Wai,1736047
Tony Laine,1735943
Zita Marinovova,867683
Alexander Sokurov,578260
Eytan Fox,346783
Andrey Korenkov,1733723
Francois Favrat,866736
Aaron Moorhead,346217
Justin Benson,288514
Clio Barnard,432358
Jim Gillespie,576276
Tony Bill,246536
Watanabe Masaharu,1725339
Thomas Kruithof,861868
Eric Heisserer,1722399
Rene Feret,859108
Sou Abadi,1717333
Ramon Lara,1715805
Fabio Guaglione,1714156
Radek Bajgar,856814
JoÃ£o Maia,856298
Carlos Santos,1711324
Jang Cheol-soo,855557
Ratnaa Sinha,1709405
Mark Wu,1708770
John Leonetti,1706854
Louis Pepe,568610
Keith Fulton,568610
Viviane Andereggen,852906
Dzhanik Fayziev,852197
Miloslav Å mÃ­dmajer,340600
Joe Menendez,567640
Danis Tanovic,425686
F.A. Brabec,850747
Iain Forsyth,1700215
Jane Pollard,1700215
Shintaro Sugawara,1699916
Pema Tseden,849782
Bin Li,566318
Sang-hun Choi,848544
Carolyn Choa,1696923
RenÃ©e Webster,1694492
Guillume Senez,846394
Liliana Cavani,564215
Job Gosschalk,846301
John Hsu,1692572
Patrick Raats,1692423
Qin Lang,1691962
Vincent Perez,1691580
Zhang Chi,1689967
Huang Jianming,1689811
Zha Muchun,844796
Smeep Kang,168597
Aurel,1683019
Donatas Ulvydas,560719
Andreas Dresen,420364
Song Kunru,1680000
Anna Matison,335788
Giancarlo Fontana,1677302
Kevin Macdonald,559050
Jorge Michel Grau,209630
Andrew Traucki,418453
Lucie Borleteau,557791
Hao Jie,1671957
Makoto Moriwaki,1668644
"Anthony Leonardi, III",1667495
Oksana Karas,555335
Arthur de Pins,1665403
Anna D. Shapiro,1664500
Jonathan Butterell,832044
Pelin TugÃ§e Sen,1663036
Fabio Bonifacci,1662083
Daniel Furguson,1661254
Tae-Yeon Won,1659016
JJ Winlove,1657143
Ami Canaan Mann,828419
Shi Lei,1655606
Umut Kirca,827580
Jorge Dorado,826825
Amalie NÃ¦sby Fick,825778
Arthur Wong,825000
Alejandro Maci,1649538
Tomas Svoboda,411285
Tony T. Datis,1644818
John Carroll Lynch,1644107
Daria Bukvic,1642709
Rose Glass,820412
JÃ©rÃ©my Clapin,1639538
Tan Bing,1637776
Rikiya Imaizumi,409109
Jeroen Jaspaert,326979
Alex Lutz,816126
Mike Pavone,814385
Anders Thomas Jensen,813770
Isaac Ezban,542301
Michael Mason,1625821
Nigina Sayfullaeva,1625306
Jung Soo-yi,1625095
Bart Freundlich,540919
Zhang Chong,810000
Zhao Qi,1620000
Kyeong won Kim (ê¹ê²½ì),1619411
SÃ©bastien Marnier,539690
Martijn Heijne,809099
Li Tingting,1618159
Massimo Cappelli,808101
Julian Farino,538693
Fernando SariÃ±ana,1615984
Sinan Akkus,1611854
Andrey Gogolev,1610527
Mohammad Kheyrandish,1610527
Alejandro Landes,804551
Srdan Golubovic,1608227
Adam Rifkin,268033
Tsuneo Kobayashi,1601660
John Hyams,266855
Ki-Seon Hong,800335
Chuck Workman,533147
Jean-Jacques Beineix,799040
Ji Yu,1597463
Samual Moaz,1596701
Matthew Bourne,531715
Pierre Deschamps,795304
Yachum Dong,1590000
Gippy Grewal,529944
Flip vsn der Kuil,1588168
Robert Vince,176030
Agustin Diaz Yanes,1583897
David LaChapelle,1579120
Shaka King,787970
Alessandro Aronadio,787719
Marion Vernoux,524327
Deng Guangxuan,1570000
Mauricio T Valle,1569850
Sung-Cheol Kim,1568188
Alejo Flah,784059
Jon Garano,783579
Jose Mari Goenaga,783579
Aditya Datt,783134
Morgan Neville,223675
Mariana Chenillo,781278
Lu Qingyi,1561731
Tatyana Kapitan,1560915
Onur Tan,779914
Josh Radnor,779840
Geoff Bennett,1558799
Kyeong teak Lim,1558387
Eduard Bordukov,778724
Sampath Nandi,778202
Tianhui Zhang,1556202
Marc Willard,1556140
Maysaloun Hamoud,1555732
Bo Zenga,1553556
Chimbudeven Chimbudeven,1553385
Antonio Serrano,1551052
Hang-Sang Poon,1549982
Michael Goetz,516303
Kevin Goetz,516303
Yuriy Vasilev,1545121
Zeke Norton,1543208
Aitor Arregi,1541026
Matt Drummond,513512
Fei Yang,1540000
Michela Andreozzi,512644
James Nunn,256129
ZsÃ³fia SzilÃ¡gyi,1534935
Takashi Imanishi,767180
Kitaro Kosaka,1532963
Scott Marshall,765529
Tom Volf,1530974
Topel Lee,1530776
Xin Wang,1530000
Li Lingxiao,1530000
Yasuhiro Yoshida,764500
Michael Rymer,763710
Klim Poplavskiy,1525367
Charlotte Wells,1524122
Krzysztof Lukaszewicz,1523690
Isabelle Doval,761544
Brandon Christensen,507439
Mateo Gil,506832
Baljit Singh Deo,379790
Anne-Dauphine Julliand,1517093
Julio Medem,505432
Felix Herngren,757372
Mark Rydell,252374
Daniel Guzman,756721
Giovanni Bognetti,756440
Ashish Ghadiali,1512841
Ashim Ahluwalia,504104
Kantemir Balagov,755985
Janice Pierre,1509967
Yao Yu,1508320
Joji Matsuoka,1507352
Park Yeong-gyoon,1507198
David Nutter,1506870
Emiliano Portes,1504642
Cyrus Nowrasteh,500342
Neil Armfield,375052
Stephen Belber,750000
Benjamin Euvrard,1498984
Idris Elba,1497063
Jennifer Lynch,498965
Dai Chang Hao,1494779
David Bickerstaff,124563
Rodrigo Fiallega,1493222
Michael Mayer,248767
Aaron Kim,1492463
Henri Wong,746050
Carl Hunter,1491952
Julian Gilbey,298208
Matei Dima,1490925
Alberto Marini,1490703
Wu Tiange,1490000
Xue Bai,1487745
Gerald Rascionato,495591
Eric Gravel,742859
Shashanka Ghosh,740860
Deb Hagan,1481623
Jose Alcala,1480741
Kiyoshi Kamoshita,1476215
Tim Maltby,491355
Petr Nikolaev,1470942
Dong Luo,1470849
Xie Zhenghui,1470000
Dijo Jose Antony,733560
Nurbek Egen,1465048
Brian A. Miller,183079
Ali Abbasi,364621
Dina Shturmanova,1457685
Conrad Helten,291458
Eduardo Gondell,728541
Vinayak V.V.,364203
Maria Peters,1452658
Alex Gibney,90746
Maciej Zak,1450337
Noboru Takemoto,725107
Nick Hurran,481838
Marta Karwowska,721446
Cem Ozuduru,1441948
Hidenori Ishida,1441305
Kerem Ãakiroglu,1439305
Xing Liu,719552
Ian Bonhote,719428
Colm BairÃ©ad,1438483
Vishal Mahadkar,1437391
Henry Bean,717107
Mike Judge,358525
Anoine Delesvaux,1433922
Boris Khlebnikov,716683
Matthew Saville,477524
Jon Wright,477383
Shu Zhan,1430427
FrÃ©dÃ©ric Beigbeder,1429162
Sarah Suco,1428588
Vittorio Taviani,714287
Gilles Perret,357092
Gyoo-seong Jang,1427916
Rathish Ambat,713272
Kiefer Liu,1424520
Renata Litvino,711342
Li Hailong,1422563
Gonzalo Tobal,1422122
Mira Thiel,710962
Michelangelo Antonioni,129168
Ke Cheng,1420000
Romane Bohringer,1417537
Kieran Darcy-Smith,707562
Shoko Nakajima,1415113
Vivek Agnihotri,707450
Ali Bilgin,1413769
Wishing Chong,1413682
Paul-Razvan Macovei,1412084
Lenka Kny,1411897
Henry Bedwell,705848
Winfried Oelsner,1408910
Dariusz Gajewski,1405449
Farid Bentoumi,1403650
Viggo Mortensen,1402713
Bela Bhanshali Sehgal,1401090
Maolin Chen,1400000
Dmitriy Fiks,1399270
Gabriela Cowperthwaite,465524
VÃ­ctor Monigote,1395858
Joe Penna,348917
Lello Arena,1394740
InÃ©s de LeÃ³n,696999
Kim-Wai Yen,696563
AndrÃ©s M. Koppel,1391946
Kohei Yoshino,695436
Du Xiaoâao,1390000
Vadim Shmelyov,1388366
Jennifer Westcott,1387900
Jiaxi Li,346783
Peter Mortimer,462308
S. Craig Zahler,461878
Jin-young Jung,1383598
Kirill Vasilyev,1383214
Tonie Marshall,691512
FabiÃ¡n Forte,345539
Pankaj Kumar,1381919
Roberto Sneider,1380353
Scott McGehee,460009
Gong Cheng (ç¨å·¥),460000
Qi Zhou,459478
Yun Hu,689108
Sujin Lee,1374225
Ji-Young Hong,686781
Eliza Schroeder,1373083
Guangli Wang,1372000
Xia Xiaoyun,1371255
Carlos Morett,1370802
Yeong Bae Jeong,1370000
Dominique Abel,684833
Fiona Gordon,684833
Pascal Bonitzer,684389
Osman Kaya,1364179
Dana Bunescu,454669
Will Sharpe,681551
Murat Onbul,340755
Szymon Jakubowski,1362924
Laure de Clermont,681104
Tord Danielsson,1361462
Oskar Mellander,1361462
Jinbao Li,339492
Doug Dearth,678816
Saeed Roustayi,678606
Jessica Swale,1356162
Ed Stone,1355967
Tim Fywell,675500
Marc Meyers,225107
Xu Lei,675097
Mark Achbar,1350056
Roberto Bueso,674890
Guillaume Gallienne,674452
Bobby Moresco,449469
Ewan McGregor,1348077
Leena Yadav,673248
Andre Moraes,673216
Frederic Tcheng,672844
Jon Poll,1345615
Richard J. Lewis,1343015
Marie Kreutzer,671127
Joanna Hogg,223690
Ryan Travis,1341185
Filippo Capuzzi Lapietra,1340928
Jeong-ho Lee,1337360
John Miller,1335295
Robert Carlyle,1335034
Shane Meadows,266801
Song Jiangbo,1332514
Fredi Devas,1332483
Wayne Isham,332849
Aleksandr Melnik,1330063
Zheng Xiao,1329356
Andrea Zaccariello,1328976
Grigory Vozhakin,1327016
Kirk DeMicco,1326371
Aram van de Rest,662509
Stephane Rybojad,1324882
Alberto Alvelo,1322639
Filippo Meneghetti,1322328
Brian Dannelly,660196
GÃ©rard Bitton,1319366
Michel Munz,1319366
Wu Zongqiang,1318983
Huang Jun,439442
Laurent Caujat,1317953
Rene Bueno,1315612
Oh Yoon-Dong,657435
Victor Saint Macary,1314691
Kari Ketonen,1312602
Gavin Elder,656271
Sam Kelly,1308110
Zhou Jun,1307365
Stallone Vaiaoga-Ioasa,435720
Ãmer Faruk Yardimci,1305808
Gustavo HernÃ¡ndez,435222
Frances OâConnor,1305639
Sameh Zoabi,1305236
Francesco Bruni,650364
Gaby Dellal,433450
Tomoro Taguchi,1298944
Ainsley Gardiner,1297999
Briar Grace Smith,1297999
Mike Cahill,324378
Alessandro Gassmann,648047
Thierry Klifa,1295900
Daniel Lombroso,1295735
Hugo Benamozig,1294417
David Caviglioli,1294417
Taryn Brumfitt,647175
Clovis Mello,1294315
William Nicholson,1293333
David Feiss,1292725
Nirio Nitta,645892
Andrew Jarecki,1291449
Aleksey Balabanov,430282
Benito Zambrano,430142
Philip Barantini,643668
Takafumi Hatano,1287161
Kwang-chun Park,1283207
Ipek Sorak,1282632
Shinnosuke Yakuwa,1281145
Note Chern-Yim,1277605
Vanessa Filho,1276977
Leah Purcell,1276569
Anthony Chen,424870
Coralie Fargeat,1274279
Michael Taverna,637003
Takeshi Maruyama,636609
John Patrick Shanley,636336
Giacomo Gianniotti,1270173
Marc Gracie,423348
Christian Keller,1267863
Steven R. Monroe,60242
Fez Noriega,1264747
Roy Szeto,1264734
Yu Junsang,1264724
Jonathan Trier,1264196
Audrey Estrougo,1263389
Giorgos Lanthimos,1263159
Audrey Diwan,631455
Paula Van der Oest,252510
Jake Scott,315390
Jung Ji Yeon,1261165
Jill Wong,314568
Kushan Nandy,1258122
Thomas Sorriaux,1257995
Steven Cantor,628498
Benjamin Caron,627269
Ai Weiwei,418052
Patricia Font,626960
Defne Deliormanli,1252169
IÃ±aki Dorronsoro,1251951
Lu Li,1250000
Benedict Andrews,624764
Noel Cleary,1248516
Joaquin Bissner,1247627
Aziz Mirza,1246635
Mustafa Kotan,414392
Paolo Zucca,1242989
Marit Moum Aune,1241938
Pavel Lungin,413948
Guan Er,1240000
Hui Peng,1240000
Yongmou Zhang,1240000
Niu Chaoyang,1240000
Ned Benson,618995
Rohena Gera,1236534
Piet De Rycker,617480
Kuzuchika Kise,1231108
Jun Wu,614787
Keisuke Toyoshima,1229264
Sandeep Reddy Vanga,612884
HÃ©lÃ¨ne Angel,1225280
Malgorzata Szumowska,244857
Ramunas Rudokas,407386
Mukunda Michael Dewil,405960
Homero Olivetto,1217201
Nadage Loiseau,608146
Corinna Belz,607809
Gael Garcia Bernal,1214862
Anurag Singh,302598
Chuan-xing Chen,1210000
Andrew Morahan,241814
Orcun Benli,402884
Yong-jib Park,1208613
Jung-wook Go,603775
Ana Murugarren,402350
Rebecca Zlotowski,401919
Olya Zueva,1204830
Todd Strauss-Schulson,301179
Vincent Garenq,401073
Fabrice Gobert,1202687
Raymond Depardon,600899
Francesco Munzi,1197071
Xiao Qinan,1196360
Jamie Lloyd,1195764
Adam Smith,1195731
Roger Goldby,1195015
Karole Rocher,595497
Aku Louhimies,396672
Xuhui Jing,1190000
Nathalia Hencker,1189613
Paola Randi,594395
Carmen Alessandrin,1186762
Celal Ãimen,1186730
Manuela BurlÃ³ Moreno,593092
Leo Liao,1185945
Murat Dundar,1185579
Henry King,236987
Cristian Marazziti,1184616
Christopher Wheeldon,1184139
Kamil Aydin,1184081
Vincenzo Alfieri,591792
Albert Maysles,295781
Liam O'Donnell,394316
Aleksandra Lupashko,1182762
Varvara Matsenova,1182762
Ildiko Enyedi,589586
Desiree Akhavan,588474
Ilya S. Maksimov,392238
Manuel Martin Cuenca,293665
Claudio Noce,1172089
Lionel Delplanque,1171515
Kim Sunhyung,1171298
William Kan,585607
Marco Petry,1171012
Sadullah SentÃ¼rk,1170329
Shan Qing,1170000
Maria Kravchenko,1169761
PepÃ³n Montero,1169406
Roberto Faenza,166657
Mei Feng,1164932
Didier Bivel,1163175
Roy Chow,1162914
Malgoska Szumowaka,581103
Peter Georgi,1161866
Lu Zhang,290273
Jop de Vries,1160300
Simonas Askelavicius,580011
Billy Tang,1160000
Xu Kerr,290000
Li Wang,1160000
Joseph Winter,1158670
Vanessa Winter,1158670
Soo kyung I Jeon,1157620
Alex Holdridge,578419
Slavek Horak,578246
Patchanon Thammajira,1155756
Adrien Piquet-Gauthier,1155316
Rick Famuyiwa,577633
Adam Randall,384607
Aleksandr Barshak,576598
Esteban Roel,1152968
Juanfer Andres,1152968
Shannon Murphy,1151847
Miro Small,1151782
YaÄÄ±z Alp AkaydÄ±n,1147845
Emilis Velyvis,573490
Brando Quilici,1146128
Abdullah Oguz,572907
Gregory Doran,286140
Gary Andrews,571905
Gianfranco Rosi,285918
Sergio Rezende,571072
Aleksey Kharitonov,1141174
Shunli Xu,1140975
Hiroshi KÃ´jina,1140575
Zhou Yaowa,1140000
Ogura Hirofumi,1140000
Errol Morris,113864
Rob Pritts,1137701
Merlapaka Gandhi,379035
Alberto de Toro,1136598
Burak Kuka,283996
Ryu-sung Kim,1135715
Luka Marcetic,1135383
Kenji Kamiyama,378041
Monia Chokri,566223
Max Minghella,1132237
Zhixing Zhong,1132039
Philippe Hagege,1131582
Pedro Varela,564768
Mike Hodges,188228
Atsushi Mimura,1128578
Ashwani Dhir,1128550
Cho Yong-sun,1128308
Augustine Frizzell,375939
Norbert ter Hall,563858
Salim Akil,563031
Giovanni Troilo,375348
Min-woo Seok,1125288
Marc Fouchard,1125230
Priyadarshan,187349
Fer Garcia-Ruiz,561412
Vivian Naefe,1121517
Yoshihide Ibata,1120000
Shin Onuma,1118410
Emanuele Imbucci,1117587
Aharon Keshales,223516
Navot Papushado,372526
Emir Kusturica,223498
Yuxin Gao,1115856
Michael Winnick,278749
Selton Mello,1114594
Denisa GrimmovÃ¡,1114105
Jan BubenÃ­Äek,1114105
Ryan Hendrick,1113142
Istvan Szabo,185333
Jung Gil-hoon,1111800
Kevin O'Hare,370429
Abe Rosenberg,1110372
Yuzhen Du,1110000
Yunping Du,1110000
Charlotte de Turckheim,554825
Juan Diego Botto,1109444
Galder Gaztelu-Urrutia,1109430
Nicolas Cuche,553561
Andrea Eckerbom,553078
Guo Tao,1106083
Lee Han-uk,1105347
Mark Lamprell,551797
Nadeem Beyg,367726
Ursula Meier,367623
Luo Yang,550965
Vaughn Stein,367197
Zao Wang,1100481
Angel Gracia,1100069
Justin Reardon,1099644
Pilar Palomero,549573
Ilya Farfell,548830
Sunhil Sippy,1097261
Peter Hutchings,365569
Lluis Quilez,548231
Efe Hizir,547281
Kudret Sabanci,364470
Sujeeth,1091627
Meghna Gulzar,363576
Gabriel Guzman,1090617
Akifumi Zako,1090543
Nicole Kassell,1090276
Frankie Chung,1090000
Pawo Choyning Dorji,1088915
Mike White,544188
Erwan Le Duc,1086757
Peng Fei Song,543035
Tolga Ãrnek,1085674
Mohammad Rasoulof,361666
Ricard Cusso,361590
Howard McCain,1084614
John Weiley,360952
Larysa Kondracki,1082740
Frederik Sonck,1081993
Cristina Gallego,1081149
Tang Gaopeng,1079373
Jules Williamson,1078402
Matthew Whedon,539139
Andrew Mecham,539139
Yijun Liu,359364
Toshio Lee,1077926
Axelle Laffont,1077598
Milena Cocozza,1074204
Mert Dikmen,536619
Lola Doillon,1072384
Davide Ferrario,357188
Hayato Date,1071136
Ming Wang,1070000
Emerson Moore,1069481
Alex Infascelli,356146
Sergey Chelalov,1067507
Chris Riedell,1067328
Nick Riedell,1067328
Fu Yan,533121
Daniel Ribeiro,1065286
Eshom Nelms,354679
Ian Nelms,354679
Matthew Dunster,1062742
Matthew Parkhill,531356
Polina Anufrieva,1061810
Anna van der Heide,353429
Jesus Garces Lambert,353428
Anna Melikyan,353419
Alex Murrull,1058304
Abel Ferrara,52874
Julie Bertuccelli,264301
Juanma Bajo Ulloa,528282
John Krokidas,527433
Maksim Brius,1054355
Leonid Plyaskin,1054355
Mathieu Turi,527034
Mark Baldo,1053899
Tjebbo Penning,1053013
Andrey Zagidullin,1051224
Jorge Coira,262261
Nick Broomfield,262014
Yi-chung Wang,1047648
Tim Wardle,1047103
Max Barbakow,349025
David Roux,1046524
Bob Wilbers,261574
Antoine Russbach,1046159
Jonathan Hopkins,1046151
Tammy Davis,1045868
HÃ©lÃ¨ne FilliÃ¨res,1043269
Emily Aguilar,1042238
Alejandro Montiel,347269
Artem Lukichev,1041422
PatrÃ­cia Sequeira,520244
Zhou Chen,1039439
Chris Fisher,346079
Araik Oganesyan,345808
Edward Watts,1036899
Waad Al-Khateab,1036899
Margo Yeji Lee,1035930
Remi Bazacon,1035527
David Brooks,1035296
Rodrigo Triana,1034809
Hernan Guerschuny,517334
Jin Shao,1034133
Joko Anwar,258479
Adam Mason,516767
Ha Yoo,1033307
James Napier Robertson,344103
Giorgio Diritti,515810
Lei Chen,515000
Nate Parker,343148
Xiao Han,342544
Fredrik Gertten,256617
Michal Rosa,1024384
Tigran Keosayan,1024299
Apoorva Lakhia,512007
Fenar Ahmad,1023866
Damiano D'Innocenzo,341241
Pyotr Todorovskiy,511731
Jon Cassar,510423
Rustam Mosafir,1020458
Kyung-hun Cho,1020030
Yuan Qing,1020000
Shu-jie Zong,1020000
Prabhudheva Prabhudheva,1019938
Paul Morrison,509687
Bora Kim (ê¹ë³´ë¼),509526
Martin Wilson,1018106
Fred Grivois,509024
Sebastian del Amo,508710
Ondrej Trojan,508119
Michael Segal,1014750
Taru MÃ¤kelÃ¤,1013318
Denis Imbert,337391
Stephen Burke,1010935
Pierre Greco,1010260
Alejandro Lubezki,1009826
Michael Dweck,504715
Gergory Kershaw,1009430
Taavi Vartia,504388
Kathleen Marshall,1007176
Adam Elliot,1005363
Don Siegel,71803
Bess Kargman,1001666
Bruce Sinofsky,500568
Jonathan Kaplan,200150
D.W. Griffith,333333
Rob LÃ¼cker,999642
Justin Simien,333206
George Casey,999457
Jessy Terrero,499448
Xavier de Lauzanne,499030
Sophie Reine,997905
Kwon-taek Im,498701
Olga Belyaeva,498274
Eran Riklis,166090
Tony Reyes,993758
Aleksi Delikouras,993411
Yusry Abdul Halim,993251
Mimmo Esposito,992070
Igor Tverdokhebov,991474
Franc. Reyes,495425
Leonardo di Costanzo,495415
Dusan Rapos,330057
Yue Zhan,495076
Raymond Yip,990000
Fangfang Wang ,990000
Jiu Jiu,990000
JosÃ© Eduardo Belmonte,329925
Maria Torres,987502
Steven Rush,986797
Zachary Donohue,980641
Biray Dalkiran,196117
Eliza Hittman,326664
Justin P. Lange,326634
Ernesto Padron,978681
Matthew Weiner,978503
Frederic Petitjean,978331
Pietro Belfiore,488674
Julien Guetta,488612
Boris Chertkov,976709
Nicole van Kilsdonk,325153
Shinya Watada,975356
Rama Burshtein,486996
David Prior,486991
Aleksey Gordeev,973882
Laura MaÃ±Ã¡,485690
Wolfgang Becker,970869
TunÃ§ Sahin,484961
HoraÈiu MÄlÄele,969683
Jose Manuel Cravioto,322994
